datelementid,uid,name,formname,valuetype,categorycomboid,uid,name,categoryoptioncomboid,uid,name,HMIS-CODE,HMIS-NAME,UPHMIS-DHIS2-NAME
1630791,DKhQC2FYadM,LT -BB,LT,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a83,Number of lab technicians working in the facility during the reporting month.(Blood Bank) -(Contractual),LT -BB_Contractual
1630792,T2qNcMyEHrR,LA-BB,LA,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a84,Number of lab assistants working in the facility during the reporting month. (Blood Bank) -(Regular),LA-BB_Regular
1630792,T2qNcMyEHrR,LA-BB,LA,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a85,Number of lab assistants working in the facility during the reporting month. (Blood Bank)- (Contractual),LA-BB_Contractual
1630793,rN4WQr25STE,PRO -BB,PRO/Counsellor/Medical social worker,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a86,Number of Public Relations Officer/Counsellor/Medical social worker in the facility during the reporting month  (Blood Bank) (Regular),PRO -BB_Regular
1630793,rN4WQr25STE,PRO -BB,PRO/Counsellor/Medical social worker,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a87,Number of Public Relations Officer/Counsellor/Medical social worker in the facility during the reporting month (Blood Bank) -(Contractual),PRO -BB_Contractual
1630794,RDJhRuA6y2n,Class IV employee -BB,Class IV employee,INTEGER,1625508,q48PP0xCbZc,HR type,1625509,XBmvYCNg3vJ,Regular, a88,Number of Class IV employee in the facility during the reporting month. (Blood Bank) - (Regular),Class IV employee -BB_Regular
1630794,RDJhRuA6y2n,Class IV employee -BB,Class IV employee,INTEGER,1625508,q48PP0xCbZc,HR type,1625510,CselUyki4wg,Contractual, a89,Number of Class IV employee in the facility during the reporting month. (Blood Bank) - (Contractual),Class IV employee -BB_Contractual
9210,CIOhbOf3MzL,ASHA Sangini,,INTEGER,8851,eo3sf5jczgP,ASHA,8852,FFncQQUydDF,Approved, a90,Number of ASHA sangini approved in the block.,ASHA Sangini_Approved
9210,CIOhbOf3MzL,ASHA Sangini,,INTEGER,8851,eo3sf5jczgP,ASHA,8853,Sl6dtb0X4Tb,Working, a91,Number of ASHA sangini working in the block during the reporting month.,ASHA Sangini_Working
8958,bcgTNADH1gU,ASHA Sangini trained,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a92,Number of ASHA sangini trained in ASHA sangini induction.,ASHA Sangini trained_
1632215,cLHy60cY8ve,Urban ASHA approved,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a93,Number of Urban ASHA approved.,Urban ASHA approved
1632215,cLHy60cY8ve,Urban ASHA approved,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a94,Number of Urban ASHA filled.,Urban ASHA filled
11177,gY1AkORt5ns,ASHAs sanctioned in districts as per PIP/Norms,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a95,Number of ASHA approved as per PIP.,ASHAs sanctioned in districts as per PIP/Norms_
1632222,wEPFyK6e8bN,ASHA filled against approved,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a96,Number of ASHA filled against approved in the block.,ASHA filled against approved_
1631529,QFSqKP6q5hI,ASHA Sanctioned,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a97,Number of ASHA sanctioned under a sub-centre.,ASHA Sanctioned_
1631530,C0g3dTjIJvy,ASHA working,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a98,Number of ASHA working under a sub-centre,ASHA working_
1631533,QeGYCkGMnLo,AWW Sanctioned,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a99,Number of AWW sanctioned under a sub-centre.,AWW Sanctioned_
1631539,FvBEFFA21LS,AWW working,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a100,Number of AWW positioned under a sub-centre during the reporting month.,AWW working_
8957,cpNuYNPnODL,ASHAs completed module 6 & 7 training,,INTEGER,1633385,kpi4yyQGQj7,ASHA trained in induction/Module 6&7,1633386,sfcqCB2u5xv,Induction, a101,Number of ASHA attended Induciton trainig in the block.,ASHAs completed module 6 & 7 training_Induction
8957,cpNuYNPnODL,ASHAs completed module 6 & 7 training,,INTEGER,1633385,kpi4yyQGQj7,ASHA trained in induction/Module 6&7,1633390,JC788iE1ZZb,Round 1, a102,Number of ASHA attended Round 1 training in the block.,ASHAs completed module 6 & 7 training_Round 1
8957,cpNuYNPnODL,ASHAs completed module 6 & 7 training,,INTEGER,1633385,kpi4yyQGQj7,ASHA trained in induction/Module 6&7,1633388,UTftfPgSOjf,Round 2, a103,Number of ASHA attended Round 2 training in the block.,ASHAs completed module 6 & 7 training_Round 2
8957,cpNuYNPnODL,ASHAs completed module 6 & 7 training,,INTEGER,1633385,kpi4yyQGQj7,ASHA trained in induction/Module 6&7,1633389,yzuePK3WiaN,Round 3, a104,Number of ASHA attended Round 3 training in the block.,ASHAs completed module 6 & 7 training_Round 3
8957,cpNuYNPnODL,ASHAs completed module 6 & 7 training,,INTEGER,1633385,kpi4yyQGQj7,ASHA trained in induction/Module 6&7,1633387,ilJMyGMiR5i,Round 4, a105,Number of ASHA attended Round 4 training in the block.,ASHAs completed module 6 & 7 training_Round 4
1631488,MDOpFrWmSig,EmOC-HR training,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a106,Number of medical officers (MBBS) trainied in Emergency Obstetric Care (EmOC) at the facility.,EmOC-HR training_
1631492,mlbWGQsxa6C,BEmOC-HR training,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a107,Number of medcial officers trained in BEmOC during the reporting month.,BEmOC-HR training_
1632223,kqxSdTj0hLc,LSAS (Only at FRU),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a108,Number of medical officers trained in Life Saving Anaesthesia Skills (LSAS).,LSAS (Only at FRU)_
1630831,e2OawWZIyWJ,DAKSHATA,DAKSHATA,INTEGER,1625538,scm7HgZjapJ,Qualification,1625539,IwkU2MBZOmG,MO(MBBS), a109,Number of medcial officers trained in DAKSHATA.,DAKSHATA_MO(MBBS)
1630835,kIGVrKTJWor,NSSK trained staff,NSSK,INTEGER,1625538,scm7HgZjapJ,Qualification,1625539,IwkU2MBZOmG,MO(MBBS), a110,Number of medical offices trained in Navjat Shishu Suraksha Karyakram (NSSK).,NSSK trained staff_MO(MBBS)
8952,I8WM2MHYGWd,F-IMNCI(HR training),,INTEGER,1625538,scm7HgZjapJ,Qualification,1625539,IwkU2MBZOmG,MO(MBBS), a111,Number of medical officers trained in  Facility Based Integrated Neonatal and Childhood illness (F-IMNCI).,F-IMNCI(HR training)_MO(MBBS)
1631501,JcZjqs1EI64,IUCD HR training,,INTEGER,1625538,scm7HgZjapJ,Qualification,1625539,IwkU2MBZOmG,MO(MBBS), a112,Number of medical officers trained in applying Intrauterine contraceptive device (IUCD).,IUCD HR training_MO(MBBS)
1630837,LTqzLcJAWHv,PPIUCD trained staff,PPIUCD,INTEGER,1625538,scm7HgZjapJ,Qualification,1625539,IwkU2MBZOmG,MO(MBBS), a113,Number of medical officers trained in applying post partum intrauterine contraceptive device (PPIUCD).,PPIUCD trained staff_MO(MBBS)
1631505,W5BIcqqI58R,LAP-HR training,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a114,Number of medical officers trained in Laparoscopic sterilization (LAP).,LAP-HR training_
1631510,LXIge1trdgq,Mini LAP -HR training,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a115,Number of medical officers trained in Minilapsterilization (Minilap).,Mini LAP -HR training_
1630832,bV4sEd8y8Gz,DMPA (inj. Antara),DMPA (inj. Antara),INTEGER,1625538,scm7HgZjapJ,Qualification,1625539,IwkU2MBZOmG,MO(MBBS), a116,Number of medical officers trained in injectable contraceptive (DMPA).,DMPA (inj. Antara)_MO(MBBS)
1630830,VpTD4oUyOSe,Comprehensive abotion care (CAC),Comprehensive abotion care (CAC),INTEGER,1625538,scm7HgZjapJ,Qualification,1625539,IwkU2MBZOmG,MO(MBBS), a117,Number of medical officers trained in comprehensive abortion care.,Comprehensive abotion care (CAC)_MO(MBBS)
1630834,h3YV0hOScfN,SBA trained staff,SBA,INTEGER,1625538,scm7HgZjapJ,Qualification,1625540,kiR6vCXBDck,MO(AYUSH), a118,Number of medical officers (AYUSH) trained in SBA at the facility.,SBA trained staff_MO(AYUSH)
1630831,e2OawWZIyWJ,DAKSHATA,DAKSHATA,INTEGER,1625538,scm7HgZjapJ,Qualification,1625540,kiR6vCXBDck,MO(AYUSH), a119,Number of medical officers (AYUSH) trained in DAKSHATA.,DAKSHATA_MO(AYUSH)
1630835,kIGVrKTJWor,NSSK trained staff,NSSK,INTEGER,1625538,scm7HgZjapJ,Qualification,1625540,kiR6vCXBDck,MO(AYUSH), a120,Number of medical offices (AYUSH) trained in Navjat Shishu Suraksha Karyakram (NSSK).,NSSK trained staff_MO(AYUSH)
1631501,JcZjqs1EI64,IUCD HR training,,INTEGER,1625538,scm7HgZjapJ,Qualification,1625540,kiR6vCXBDck,MO(AYUSH), a121,Number of medical officers (AYUSH) trained in applying Intrauterine contraceptive device (IUCD).,IUCD HR training_MO(AYUSH)
1630837,LTqzLcJAWHv,PPIUCD trained staff,PPIUCD,INTEGER,1625538,scm7HgZjapJ,Qualification,1625540,kiR6vCXBDck,MO(AYUSH), a122,Number of medical officers (AYUSH) trained in applying post partum intrauterine contraceptive device (PPIUCD).,PPIUCD trained staff_MO(AYUSH)
1630832,bV4sEd8y8Gz,DMPA (inj. Antara),DMPA (inj. Antara),INTEGER,1625538,scm7HgZjapJ,Qualification,1625540,kiR6vCXBDck,MO(AYUSH), a123,Number of medical officers (AYUSH) trained in injectable contraceptive (DMPA).,DMPA (inj. Antara)_MO(AYUSH)
1630834,h3YV0hOScfN,SBA trained staff,SBA,INTEGER,1625538,scm7HgZjapJ,Qualification,1625542,vk4QB618zVQ,Staff Nurse, a124,Number of staff nurses trained in SBA at the facility.,SBA trained staff_Staff Nurse
1630831,e2OawWZIyWJ,DAKSHATA,DAKSHATA,INTEGER,1625538,scm7HgZjapJ,Qualification,1625542,vk4QB618zVQ,Staff Nurse, a125,Number of staff nurses trained in DAKSHATA.,DAKSHATA_Staff Nurse
1630835,kIGVrKTJWor,NSSK trained staff,NSSK,INTEGER,1625538,scm7HgZjapJ,Qualification,1625542,vk4QB618zVQ,Staff Nurse, a126,Number of staff nurses trained in Navjat Shishu Suraksha Karyakram (NSSK).,NSSK trained staff_Staff Nurse
8952,I8WM2MHYGWd,F-IMNCI(HR training),,INTEGER,1625538,scm7HgZjapJ,Qualification,15,Ti9FJqkSK6J,default, a127,Number of staff nurses trained in  Facility Based Integrated Neonatal and Childhood illness (F-IMNCI).,F-IMNCI(HR training)_
1631501,JcZjqs1EI64,IUCD HR training,,INTEGER,1625538,scm7HgZjapJ,Qualification,1625542,vk4QB618zVQ,Staff Nurse, a128,Number of staff nurses trained in applying Intrauterine contraceptive device (IUCD).,IUCD HR training_Staff Nurse
1630837,LTqzLcJAWHv,PPIUCD trained staff,PPIUCD,INTEGER,1625538,scm7HgZjapJ,Qualification,1625542,vk4QB618zVQ,Staff Nurse, a129,Number of staff nurses trained in applying post partum intrauterine contraceptive device (PPIUCD).,PPIUCD trained staff_Staff Nurse
1630832,bV4sEd8y8Gz,DMPA (inj. Antara),DMPA (inj. Antara),INTEGER,1625538,scm7HgZjapJ,Qualification,1625542,vk4QB618zVQ,Staff Nurse, a130,Number of staff nurses trained in injectable contraceptive (DMPA).,DMPA (inj. Antara)_Staff Nurse
1630834,h3YV0hOScfN,SBA trained staff,SBA,INTEGER,1625538,scm7HgZjapJ,Qualification,1625541,WMWuMvCRaFF,ANMs, a131,Number of Auxiliary Nurse Midwifes (ANMs) trained in SBA at the facility.,SBA trained staff_ANMs
1630831,e2OawWZIyWJ,DAKSHATA,DAKSHATA,INTEGER,1625538,scm7HgZjapJ,Qualification,1625541,WMWuMvCRaFF,ANMs, a132,Number of Auxiliary Nurse Midwifes (ANMs) trained in DAKSHATA.,DAKSHATA_ANMs
1630835,kIGVrKTJWor,NSSK trained staff,NSSK,INTEGER,1625538,scm7HgZjapJ,Qualification,1625541,WMWuMvCRaFF,ANMs, a133,Number of Auxiliary Nurse Midwifes (ANMs) trained in Navjat Shishu Suraksha Karyakram (NSSK).,NSSK trained staff_ANMs
1631501,JcZjqs1EI64,IUCD HR training,,INTEGER,1625538,scm7HgZjapJ,Qualification,1625541,WMWuMvCRaFF,ANMs, a134,Number of Auxiliary Nurse Midwifes (ANMs) trained in applying Intrauterine contraceptive device (IUCD).,IUCD HR training_ANMs
1630837,LTqzLcJAWHv,PPIUCD trained staff,PPIUCD,INTEGER,1625538,scm7HgZjapJ,Qualification,1625541,WMWuMvCRaFF,ANMs, a135,Number of Auxiliary Nurse Midwifes (ANMs) trained in applying post partum intrauterine contraceptive device (PPIUCD).,PPIUCD trained staff_ANMs
1630832,bV4sEd8y8Gz,DMPA (inj. Antara),DMPA (inj. Antara),INTEGER,1625538,scm7HgZjapJ,Qualification,1625541,WMWuMvCRaFF,ANMs, a136,Number of Auxiliary Nurse Midwifes (ANMs) trained in injectable contraceptive (DMPA).,DMPA (inj. Antara)_ANMs
1630999,YMMuVePiRyo,Immunization,Immunization,INTEGER,1655248,Ui4oiKh5uJC,Clinical service provisions-ARSH,15,Ti9FJqkSK6J,default, a137,Number of Auxiliary Nurse Midwifes (ANMs) trained in immunization.,Immunization_
1630838,rMCkEi23RmP,FP/RMNCH counsellors trained staff,FP/RMNCH counsellors trained and working at facility,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a138,Number of family planning /RMNCH counsellors trained and working at facility.,FP/RMNCH counsellors trained staff_
9505,rDeAoMrTmIX,ARSH counsellors trained and working,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a139,Number of Adolescent reproductive and sexual health counsellors trained and working at facility during the reporting month.,ARSH counsellors trained and working_
1630829,HJCVgBtEs14,DMPA (Inj. ),DMPA (Inj.),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a140,Number of injectable contraceptive (DMPA) available at the facility by the end of the reporting month.,DMPA (Inj. )_
8963,h1vmVqQbwqT,Mifepristone + Misoprostol (MMA),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a141,Number of Mifepristone + Misoprostol (MMA) available at the facilitiy by the end of the reporting month.,Mifepristone + Misoprostol (MMA)_
1631515,Lc0hJRJCngL,PTK (Pregnancy test kits - RH),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a142,Number of pregnancy test kits available at the facility by the end of the reporting month.,PTK (Pregnancy test kits - RH)_
1630970,jJeksP650vF,Tab alpha methyldopa,TabÃ¦ Alpha methyldopa,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a143,Number of   Alpha methyldopa tablets available at the facility by the end of the reporting month.,Tab alpha methyldopa_
1630971,T0KtRc2vdZ4,Tab Labelatol,TabÃ¦Labelatol,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a144,Number of Labelatol tablets available at the facility by the end of the reporting month.,Tab Labelatol_
1630972,Su4IL37wgPp,Tab Nifedipine,Tab Nifedipine,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a145,Number of Nifedipine tablets available at the facility by the end of the reporting month.,Tab Nifedipine_
1630995,B8p3fJPmJNF,Sterile pads,Sterile pads,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a146,Number of Sterile pads available at the facility by the end of the reporting month.,Sterile pads_
1631517,HBxnDDKHbQa,Sanitary napkins(MH),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a147,Number of Sanitary napkins available at the facility by the end of the reporting month.,Sanitary napkins_
8975,HiknD2aROE5,Haemoglobinometer,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a148,Number of Haemoglobinometer available at the facility by the end of the reporting month.,Haemoglobinometer_
8976,gl7CL9ecAMH,Urine Albumin Kit,,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a149,Number of Urine albumin kits available at the facility by the end of the reporting month.,Urine Albumin Kit_
1630864,GsqgHBP4zGZ,IV fluid-ringer lactate,IV fluid-ringer lactate,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a150,Number of IV fluid-Ringer lactate available at the facility by the end of the reporting month.,IV fluid-ringer lactate_
1630865,byTOEv3YMp8,IV fluid-Dextrose (5%),IV fluid-Dextrose (5%),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a151,Number of IV fluid-Dextrose (5%) available at the facility by the end of the reporting month.,IV fluid-Dextrose (5%)_
1630866,b9AjXVW6pqX,IV fluid-DNS (Dextroxe normal saline),IV fluid-DNS (Dextroxe normal saline),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a152,Number of IV fluid-DNS (Dextroxe normal saline) available at the facility by the end of the reporting month.,IV fluid-DNS (Dextroxe normal saline) _
1630867,D1NEjA6gDwc,IV fluid- normal saline (500 ml),IV fluid- normal saline (5 ml),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a153,Number of IV fluid- normal saline (500 ml) available at the facility by the end of the reporting month.,IV fluid- normal saline (500 ml)_
1630868,hhNDFsUhAmx,IV fluid- normal saline (100 ml),IV fluid- normal saline (1 ml),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a154,Number of IV fluid- normal saline (100 ml) available at the facility by the end of the reporting month.,IV fluid- normal saline (100 ml)_
1630889,Ej6gTow7SW3,Corticosteroid (Inj Dexamethasone/Betamethasone),Corticosteroid (Inj Dexamethasone/Betamethasone),INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a155,Number of Corticosteroid (Inj Dexamethasone/Betamethasone) available at the facility by the end of the reporting month.,Corticosteroid (Inj Dexamethasone/Betamethasone)_
1630890,RlQEMAXtHJm,Tab Calcium carbonate  with D3,Tab Calcium carbonate  with D3,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a156,Number of Calcium carbonate  with D3 tablets available at the facility by the end of the reporting month.,Tab Calcium carbonate  with D3_
1630869,VpDmrBKRb36,Inj. Labelatol,Inj. Labelatol,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a157,Number of injection Labelatol available at the facility by the end of the reporting month.,Inj. Labelatol_
1630870,P3His5CDBIf,Inj. Calcium gluconate,Inj. Calcium gluconate,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a158,Number of injection  Calcium gluconate available at the facility by the end of the reporting month.,Inj. Calcium gluconate_
1630871,MpW234yP6aG,Glucose (75 gram) sache/packets,Glucose (75 gram) sache/packets,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a159,Number of glucose (75 gram) sache/packets available at the facility by the end of the reporting month.,Glucose (75 gram) sache/packets_
1631025,oLS0mLIjsRi,Cord clamp,Cord clamp,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a160,Number of cord clamp available at the facility by the end of the reporting month.,Cord clamp_
1631026,yTWLIs6403j,Labour table,Labour table,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a161,Number of labour tables available at the facility by the end of the reporting month.,Labour table_
1631520,WkDbeo6Nloi,Kelly's pad(MH),,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a162,Number of Kelly's pads  available at the facility by the end of the reporting month.,Kelly's pad(MH)_
1630854,l53kuacl78d,Inj. Insulin,Inj. Insulin,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a163,Number of injection Insulin available at the facility by the end of the reporting month.,Inj. Insulin_
1630872,ZU4PQ2LpR73,Inj. Anti D for Rh (-) ve PW,Inj. Anti D for Rh (-) ve PW,INTEGER,14,EnzwsuaCxmy,default,15,Ti9FJqkSK6J,default, a164,Number of injection Anti D for Rh (-) ve PW available at the facility by the end of the reporting month.,Inj. Anti D for Rh (-) ve PW _
